,timestamp,track,satisfaction,pacing,location,week
24,7/8/2016 13:51:14,Games,4,5,SV,3
25,7/8/2016 12:41:10,Intro,4,4,SV,3
26,7/8/2016 12:41:13,Intro,4,4,SV,3
27,7/8/2016 12:41:51,Intro,4,3,SV,3
28,7/8/2016 12:43:35,Intro,4,3,SV,3
29,7/8/2016 12:45:11,Intro,4,3,SV,3
30,7/8/2016 12:47:39,Intro,4,3,SV,3
31,7/8/2016 13:01:58,Intro,4,4,SV,3
32,7/10/2016 23:44:41,Games,4,4,SV,3
33,,Average:,#REF!,#REF!,SV,3
34,7/8/2016 16:41:06,Apps,5,3,SV,3
35,7/8/2016 13:07:39,Games,5,3,SV,3
36,7/8/2016 12:45:02,Intro,5,3,SV,3
0,7/15/2016 13:30:19,Apps,2,1,SV,4
1,7/15/2016 13:31:54,Apps,3,3,SV,4
2,7/15/2016 13:35:36,Apps,4,4,SV,4
3,7/15/2016 13:58:34,Apps,4,3,SV,4
4,7/15/2016 14:01:42,Apps,5,3,SV,4
5,7/15/2016 14:09:14,Apps,4,3,SV,4
6,7/15/2016 14:10:40,Apps,4,3,SV,4
7,7/15/2016 14:15:40,Apps,4,3,SV,4
8,7/15/2016 14:26:18,Apps,4,2,SV,4
9,7/15/2016 15:54:39,Apps,4,4,SV,4
10,7/15/2016 15:54:51,Apps,3,3,SV,4
11,7/15/2016 15:55:54,Apps,4,4,SV,4
12,7/15/2016 15:55:56,Apps,5,3,SV,4
13,7/15/2016 15:56:10,Apps,4,3,SV,4
14,7/15/2016 15:56:18,Apps,5,3,SV,4
15,7/15/2016 15:57:37,Apps,3,4,SV,4
16,7/15/2016 15:57:50,Apps,4,3,SV,4
17,7/15/2016 15:58:36,Apps,4,4,SV,4
18,7/15/2016 15:58:47,Apps,4,4,SV,4
19,7/15/2016 16:03:01,Apps,4,4,SV,4
20,7/15/2016 16:06:23,Apps,5,3,SV,4
21,7/15/2016 16:21:10,Apps,5,4,SV,4
22,7/15/2016 16:23:07,Apps,5,3,SV,4
23,7/15/2016 16:55:20,Apps,4,4,SV,4
24,7/15/2016 17:11:41,Apps,5,1,SV,4
25,7/17/2016 9:52:10,Apps,5,3,SV,4
26,7/18/2016 10:35:56,Apps,4,3,SV,4
27,7/15/2016 13:56:01,Games,5,2,SV,4
28,7/15/2016 13:56:03,Games,5,3,SV,4
29,7/15/2016 13:58:40,Games,4,3,SV,4
30,7/15/2016 14:00:09,Games,4,4,SV,4
31,7/15/2016 14:00:41,Games,4,4,SV,4
32,7/15/2016 15:51:03,Games,5,5,SV,4
33,7/15/2016 15:57:04,Games,5,3,SV,4
34,7/15/2016 15:58:21,Games,3,3,SV,4
35,7/15/2016 14:03:03,Intro,5,4,SV,4
0,7/29/2016 0:19:08,,5,3,HK,6
1,7/29/2016 0:22:41,,4,3,HK,6
2,7/29/2016 0:23:17,,5,3,HK,6
0,6/24/2016 14:02:56,Apps,3,2,SF,1
1,6/23/2016 14:48:47,Apps,3,3,SF,1
2,6/24/2016 9:50:50,Apps,3,4,SF,1
3,6/24/2016 13:21:09,Apps,3,5,SF,1
4,6/23/2016 13:21:46,Apps,4,2,SF,1
5,6/24/2016 13:58:52,Apps,4,2,SF,1
6,6/24/2016 14:12:41,Apps,4,2,SF,1
7,6/23/2016 13:19:38,Apps,4,3,SF,1
8,6/24/2016 9:49:30,Apps,4,3,SF,1
9,6/24/2016 9:53:41,Apps,4,3,SF,1
