,timestamp,track,satisfaction,pacing,location,week
4,2016-07-22 16:17:09,Intro,4,3,LA,5
5,2016-07-22 16:18:23,Games,4,3,LA,5
6,2016-07-22 16:18:45,Intro,5,3,LA,5
7,2016-07-22 16:19:58,Games,4,4,LA,5
8,2016-07-22 16:20:25,Games,5,4,LA,5
9,2016-07-22 16:20:30,Intro,5,3,LA,5
10,2016-07-22 16:23:12,Games,4,3,LA,5
11,2016-07-22 16:23:19,Games,4,3,LA,5
0,2016-07-08 12:52:08,Games,5,2,SV,3
1,2016-07-09 15:22:45,Apps,5,3,SV,3
2,2016-07-08 21:26:01,Games,4,3,SV,3
3,2016-07-08 13:52:01,Apps,4,3,SV,3
4,2016-07-08 14:00:28,Apps,4,4,SV,3
5,2016-07-08 14:42:40,Apps,5,3,SV,3
6,2016-07-08 14:03:46,Apps,4,4,SV,3
7,2016-07-08 16:40:10,Apps,3,4,SV,3
8,2016-07-08 13:58:12,Apps,4,4,SV,3
9,2016-07-08 13:53:19,Apps,3,4,SV,3
10,2016-07-08 15:59:30,Apps,3,2,SV,3
11,2016-07-08 16:11:32,Apps,5,4,SV,3
12,2016-07-08 12:49:05,Games,5,5,SV,3
13,2016-07-08 12:49:16,Games,4,3,SV,3
14,2016-07-08 12:47:42,Games,5,3,SV,3
15,2016-07-08 12:43:44,Intro,5,3,SV,3
16,2016-07-08 13:55:51,Apps,4,3,SV,3
17,2016-07-08 14:02:54,Games,5,3,SV,3
18,2016-07-08 14:29:22,Games,5,3,SV,3
19,2016-07-09 17:05:33,Games,5,2,SV,3
20,2016-07-08 16:55:21,Apps,3,3,SV,3
21,2016-07-08 16:08:13,Games,3,3,SV,3
22,2016-07-08 13:56:39,Apps,4,3,SV,3
23,2016-07-08 14:03:35,Apps,4,2,SV,3
24,2016-07-08 13:51:14,Games,4,5,SV,3
25,2016-07-08 12:41:10,Intro,4,4,SV,3
26,2016-07-08 12:41:13,Intro,4,4,SV,3
27,2016-07-08 12:41:51,Intro,4,3,SV,3
28,2016-07-08 12:43:35,Intro,4,3,SV,3
29,2016-07-08 12:45:11,Intro,4,3,SV,3
30,2016-07-08 12:47:39,Intro,4,3,SV,3
31,2016-07-08 13:01:58,Intro,4,4,SV,3
32,2016-07-10 23:44:41,Games,4,4,SV,3
34,2016-07-08 16:41:06,Apps,5,3,SV,3
35,2016-07-08 13:07:39,Games,5,3,SV,3
36,2016-07-08 12:45:02,Intro,5,3,SV,3
0,2016-07-15 13:30:19,Apps,2,1,SV,4
1,2016-07-15 13:31:54,Apps,3,3,SV,4
2,2016-07-15 13:35:36,Apps,4,4,SV,4
